podstatné jmeno;typ;left;kwic;right;kwic pos;kwic pos2;kwic length
odpor;V-N;Kdyby se člověk v tomto problému orientoval podle diskusí na hojně navštěvovaných internetových stránkách , dospěl by k závěru , že jejich účastníci ;chovají ke křesťanství a zejména ke katolické církvi hluboký odpor ;. ;V-R-N-J-T-R-A-N-A-N;V-RV-NN-J^-TT-RV-AA-NN-AA-N;10
odpor;V-N;Hlavně chlapi se ;"chovali jako prasata a mne se silně zvedal kufr , "" neskrývala Mirka odpor ";. ;V-J-N-J-P-P-D-V-N-Z-Z-V-N-N;V-J,-NN-J^-PP-P7-Dg-Vp-NN-Z:-Z:-Vp-NN-N;14
odpor;V-N;27 . prosince 2007 použilo dvacet ozbrojených policistů krajní fyzické násilí , aby zatklo Chu Ťiu přímo před zraky jeho manželky a dvouměsíčního dítěte , přičemž se ;chovali tak , jako by jim zatýkaný dokázal klást skutečný odpor ;. ;V-D-Z-J-V-P-A-V-V-A-N;V-Db-Z:-J,-Vc-PP-AA-Vp-Vf-AA-N;11
odpor;V-N;„ Jestliže policie vyzve účastníky , aby se nějakým způsobem ;chovali , a oni se místo toho postaví na odpor ;, tak porušují veřejný pořádek , “ konstatoval Sokol . ;V-Z-J-P-P-R-P-V-R-N;V-Z:-J^-PP-P7-RR-PD-VB-RR-N;10
odpor;V-N;„ Při zajištění se ;choval velmi agresivně a kladl aktivní odpor ;, “ sdělila k případu mluvčí jihlavské policie Jana Kroutilová . ;V-D-D-J-V-A-N;V-Db-Dg-J^-Vp-AA-N;7
odpor;V-N;Z hodnocení účinků antidepresiv podle EMEA dále vyplývá , že se děti léčené určitými antidepresivy častěji než děti užívající placebo mohou ;chovat nepřátelsky , projevují zlost , agresi a odpor ;. ;V-D-Z-V-N-Z-N-J-N;V-Dg-Z:-VB-NN-Z:-NN-J^-N;9
odpor;V-N;Ke klišé Vojta ;choval vášnivou „ hassliebe “ , lásku i odpor ;v jednom , stejně jako k československým normalizačním seriálům , zlaté kapličce , hereckým bardům , nacistické ikonografii , přehnaně důležitému kritickému žargonu a ostatně i k divadlu jako takovému . ;V-A-Z-X-Z-Z-N-J-N;V-AA-Z:-X@-Z:-Z:-NN-J^-N;9
odpor;V-N;Ahida na něm spolu se svou sestřenicí Núr nejdříve strká do dvojice vojáků , kteří se ;chovali profesionálně a sotva kladli odpor ;. ;V-D-J-D-V-N;V-Dg-J^-Db-Vp-N;6
odpor;V-N;Tolerantní v prvotním smyslu jsem tehdy , jestliže nikoho nepronásleduji , nevyzývám k pronásledování a ;nechovám se agresivně ve vztahu k něčemu , co zjevně nemiluji , odmítám přijmout , co mne dráždí nebo ve mně vyvolává nechuť nebo odpor ;. ;V-P-D-R-N-R-P-Z-P-T-V-Z-V-V-Z-P-P-V-J-R-P-V-N-J-N;V-P7-Dg-RV-NN-RR-PZ-Z:-PQ-TT-VB-Z:-VB-Vf-Z:-PQ-PP-VB-J^-RV-PP-VB-NN-J^-N;25
odpor;V-N;;Choval se arogantně a začal klást zasahujícím strážníkům odpor ;, “ dodal Beneš . ;V-P-D-J-V-V-A-N-N;V-P7-Dg-J^-Vp-Vf-AG-NN-N;9
odpor;V-N;K dětem se ;chovali relativně slušně , ale zastřelili každého dospělého , který se pokusil o útěk nebo o odpor ;. ;V-D-D-Z-J-V-P-N-Z-P-P-V-R-N-J-R-N;V-Dg-Dg-Z:-J^-Vp-PL-NN-Z:-P4-P7-Vp-RR-NN-J^-RR-N;17
odpor;V-N;Ty se totiž po nabití ;chovají jako odpor ;a silně se zahřívají . ;V-J-N;V-J,-N;3
odpor;V-N;Opilý muž se ;choval agresivně , kladl odpor ;. ;V-D-Z-V-N;V-Dg-Z:-Vp-N;5
odpor;V-N;;Chovala jsem se strašně , ale měla jsem k tomu odpor ;. ;V-V-P-D-Z-J-V-V-R-P-N;V-VB-P7-Dg-Z:-J^-Vp-VB-RR-PD-N;11
odpor;V-N;A přitom je těch , kdo se ;chovali skutečně násilně , jen zlomeček - většina politických vězňů z 50 . let a takřka bez výjimky političtí vězňové z doby normalizace - buď vyvíjeli nenásilný odpor ;, anebo se z různých důvodů stali oběťmi násilnického režimu . ;V-T-D-Z-D-N-Z-N-A-N-R-C-Z-N-J-D-R-N-A-N-R-N-N-Z-J-V-A-N;V-TT-Dg-Z:-Db-NN-Z0-NN-AA-NN-RR-C=-Z0-NN-J^-Db-RR-NN-AA-NN-RR-NN-NN-Z:-J^-Vp-AA-N;28
odpor;V-N;Bavorsko a pan Seehofer se ;nechovají zrovna konstruktivně , “ kritizoval odpor ;Bavorska i Klaus Peter Murawski , bývalý starosta Stuttgartu a státní tajemník Bádenska - Württemberska . ;V-D-D-Z-Z-V-N;V-Db-Dg-Z:-Z:-Vp-N;7
odpor;V-N;V obavách ze zesměšnění či společenského poníženi si příslušníci vyšších vrstev zvnitřnili normy vhodného chování , což se projevovalo nejen tím , že se ;chovali v souladu s pravidly , ale i tím , že začali pociťovat odpor ;, znechucení a stud , když byla pravidla porušována . ;V-R-N-R-N-Z-J-J-P-Z-J-V-V-N;V-RR-NN-RR-NN-Z:-J^-J^-PD-Z:-J,-Vp-Vf-N;14
odpor;V-N;Maskovaný lupič ozbrojený pistolí se ;choval velmi agresivně a zranil pracovnici pošty , která se zachovala statečně a postavila se mu na odpor ;. ;V-D-D-J-V-N-N-Z-P-P-V-D-J-V-P-P-R-N;V-Db-Dg-J^-Vp-NN-NN-Z:-P4-P7-Vp-Dg-J^-Vp-P7-PH-RR-N;18
odpor;V-N;""" Stejně se ";choval i ke strážníkům , nespolupracoval , nechtěl prokázat totožnost a při předvádění kladl odpor ;. ;V-J-R-N-Z-V-Z-V-V-N-J-R-N-V-N;V-J^-RV-NN-Z:-Vp-Z:-Vp-Vf-NN-J^-RR-NN-Vp-N;15
odpor;V-N;Skvělou atmosféru kazí jen příznivci hostů vhazováním dýmovnic , na což hlasatel mladíkům z hlavního města odpovídá slovy : „ ;Chovejte se jako civilizovaní lidé , prosím . “ O přestávce na hřišti vystupují finalistky Miss Kutnohorsko a ve druhém poločase už Sparta definitivně tlumí odpor ;místního Zenitu . ;V-P-J-A-N-Z-V-Z-Z-R-N-R-N-V-N-N-N-J-R-C-N-D-N-D-V-N;V-P7-J,-AA-NN-Z:-VB-Z:-Z:-RR-NN-RR-NN-VB-NN-NN-NN-J^-RV-Cr-NN-Db-NN-Dg-VB-N;26
odpor;V-N;Maskovaný lupič ozbrojený pistolí se ;choval velmi agresivně a zranil pracovnici pošty , která se zachovala statečně a postavila semuna odpor ;, což se jí ale nevyplatilo . ;V-D-D-J-V-N-N-Z-P-P-V-D-J-V-X-N;V-Db-Dg-J^-Vp-NN-NN-Z:-P4-P7-Vp-Dg-J^-Vp-X@-N;16
odpor;V-N;„ Muž se ;choval agresivně , odmítal spolupracovat a chtěl z místa odejít , začal klást odpor ;a odmítal uposlechnout výzvy policistů , aby svého jednání zanechal . ;V-D-Z-V-V-J-V-R-N-V-Z-V-V-N;V-Dg-Z:-Vp-Vf-J^-Vp-RR-NN-Vf-Z:-Vp-Vf-N;14
odpor;V-N;Strážníci se proto rozhodli dotyčného předvést na Policii ČR ke zjištění totožnosti , muž se ale začal ;chovat agresivně a kladl aktivní odpor ;. ;V-D-J-V-A-N;V-Dg-J^-Vp-AA-N;6
odpor;V-N;„ Uposlechl téměř bez váhání , ;choval se klidně , nekladl odpor ;, “ přibližuje Pavel H . zadržení 27letého mladíka , který před pár minutami bodl ženu do krku . ;V-P-D-Z-V-N;V-P7-Dg-Z:-Vp-N;6
odpor;V-N;;Chovali se , jako by si život v Evropě sami nezvolili , ale byli sem přestěhováni proti vlastní vůli a kladli chrabrý odpor ;. ;V-P-Z-J-V-P-N-R-N-P-V-Z-J-V-D-V-R-A-N-J-V-A-N;V-P7-Z:-J,-Vc-P7-NN-RR-NN-PL-Vp-Z:-J^-Vp-Db-Vs-RR-AA-NN-J^-Vp-AA-N;23
odpor;V-N;Neví , jak se má k panu Gouwsovi nebo k mužům vůbec ;chovat : jestli jim neklást odpor ;a usilovat o jejich pochvalu , nebo udržovat bariéru nepřístupnosti . ;V-Z-J-P-V-N;V-Z:-J,-PP-Vf-N;6
odpor;V-N;Pokud se rodiče neumí ;chovat jako rodiče , pak je pochopitelné , že každý z nás má k takovým lidem odpor ;a potřebuje být od nich spíše izolován , nevidět je . ;V-J-N-Z-D-V-A-Z-J-P-R-P-V-R-P-N-N;V-J,-NN-Z:-Db-VB-AA-Z:-J,-PL-RR-PP-VB-RR-PD-NN-N;17
odpor;V-N;Pokud by se stát ;choval při poskytování sociální pomoci jinak , než naznačilo ministerstvo práce a sociálních věcí , nemohl by očekávat nic jiného než větší odpor ;k placení jakýchkoli daní . ;V-R-N-A-N-D-Z-J-V-N-N-J-A-N-Z-V-V-V-P-A-J-A-N;V-RR-NN-AA-NN-Db-Z:-J,-Vp-NN-NN-J^-AA-NN-Z:-Vp-Vc-Vf-PW-AA-J,-AA-N;23
odpor;V-N;Ty se totiž po nabití ;chovají jako odpor ;a silně se zahřívají . ;V-J-N;V-J,-N;3
odpor;V-N;Vzhledem k tomu , že i v jiných případech se ;chovalo císařské vojsko bezohledně , nemělo smysl stavět se na odpor ;. ;V-A-N-D-Z-V-N-V-P-R-N;V-AA-NN-Dg-Z:-Vp-NN-Vf-P7-RR-N;11
odpor;V-N;Většina přistižených se prý ;chová až nečekaně ukázněně a nesnaží se o odpor ;. ;V-T-D-D-J-V-P-R-N;V-TT-Dg-Dg-J^-VB-P7-RR-N;9
ohled;N-V;Prostě se na ně ale musejí brát ;ohledy - vždyť děti jsou přeci ještě jenom děti a musíme se k nim taky tak chovat ;. ;N-Z-J-N-V-T-D-D-N-J-V-P-R-P-D-D-V;N-Z:-J^-NN-VB-TT-Db-Db-NN-J^-VB-P7-RR-P5-Db-Db-V;17
ohled;N-V;Jakmile začnu , že tímhle nebo oním Čechy naštvu , že bych měl něco zmírnit , aby to nepůsobilo tak tvrdě , pak tu máme taky třeba Dány , kterých bych se mohl dotknout , a jakmile začnu mít při psaní historie takové ;ohledy , pak se nebudu chovat ;jako správný historik . ;N-Z-D-P-V-V;N-Z:-Db-P7-VB-V;6
ohled;N-V;Když vám pokojík neuvolní dobrovolně a zadarmo , neberte na něho ;ohled a chovejte ;se s přítelem tak , jako by tam bratr nebyl . ;N-J-V;N-J^-V;3
ohled;N-V;1 . ;Ohled na ostatní lyžaře Každý lyžař nebo snowboardista se musí neustále chovat ;tak , aby neohrožoval nebo nepoškozoval ostatní . 2 . ;N-R-A-N-P-N-J-N-P-V-D-V;N-RR-AA-NN-PL-NN-J^-NN-P7-VB-Dg-V;12
ohled;N-V;„ Mnozí studenti odpovídali , že by byli ochotni se vzdát části svého zisku , aby jejich budoucí firma podnikala udržitelně , šetřila vodou , plasty , neprodukovala nadbytečné obaly , brala ;ohled na zdraví a názory zaměstnanců , aby se chovala ;férově k dodavatelům . ;N-R-N-J-N-N-Z-J-P-V;N-RR-NN-J^-NN-NN-Z:-J,-P7-V;10
ohled;N-V;Ovšem Král si nemůže činit nárok , aby měl právo brát ;ohled na osobní odpor , ještě jednou vás žádám , abyste mi prominul tento výraz , který může chovat ;kníže z Provence vůči vrahovi svého bratra . ;N-R-A-N-Z-D-C-P-V-Z-J-P-V-P-N-Z-P-V-V;N-RR-AA-NN-Z:-Db-Cv-PP-VB-Z:-J,-PH-Vp-PD-NN-Z:-P4-VB-V;19
ohled;N-V;Vtrhnou do cizího bytu jako velká voda , nezáleží jim na tom , jsou - li vítáni nebo ne , vyžadují všechny možné ;ohledy , ale sami se chovají ;velmi neotesaně . ;N-Z-J-P-P-V;N-Z:-J^-PL-P7-V;6
ohled;N-V;Jinak , co se týče přísunu stravy , je nutno , zejména v zimním období , brát ;ohled na to , kde je pes chován ;, zda venku , nebo ve vytopeném bytě , a kolik fyzické námahy vynakládá . ;N-R-P-Z-D-V-N-V;N-RR-PD-Z:-Db-VB-NN-V;8
ohled;N-V;Vyplácí se brát ;ohled , že druhý si též složitě a bolestně hledá svou cestu světem , a chovat ;se k němu vždy s úctou . ;N-Z-J-C-P-D-D-J-D-V-P-N-N-Z-J-V;N-Z:-J,-Cr-P7-Db-Dg-J^-Dg-VB-P8-NN-NN-Z:-J^-V;16
ohled;N-V;Protože většina německých zaměstnanců vnímá podnikové výlety a výroční oslavy beztak jako náhradu za karneval a masopust a při podobných příležitostech neznají ani ;ohledy , ani šéfy , chovají ;se také vždy jinak než na pracovišti . ;N-Z-J-N-Z-V;N-Z:-J^-NN-Z:-V;6
ohled;N-V;Fakta Deset pravidel pro chování na sjezdových tratích 1 ) ;Ohled na ostatní lyžaře Každý lyžař nebo snowboardista se musí neustále chovat ;tak , aby neohrožoval nebo nepoškozoval někoho jiného . 2 ) Zvládnutí rychlosti a způsobu jízdy Každý lyžař nebo snowboardista musí jezdit na dohled . ;N-R-A-N-P-N-J-N-P-V-D-V;N-RR-AA-NN-PL-NN-J^-NN-P7-VB-Dg-V;12
ohled;N-V;1 . ;Ohled na ostatní lyžaře Každý lyžař nebo snowboardista se musí neustále chovat ;tak , aby neohrožoval nebo nepoškozoval někoho jiného . ;N-R-A-N-P-N-J-N-P-V-D-V;N-RR-AA-NN-PL-NN-J^-NN-P7-VB-Dg-V;12
ohled;N-V;Zřejmě asi každá lyžařská skupina a její vedoucí předtím , než zahájí první jízdy po sjezdové trati v rámci lyžařského výcviku , se seznámí s deseti pravidly , která popisují správné chování na sjezdovkách . • ;Ohled na ostatní lyžaře – každý lyžař nebo snowboardista se musí neustále chovat ;tak , aby neohrožoval nebo nepoškozoval někoho jiného . • Zvládnutí rychlosti a způsobu jízdy – každý lyžař nebo snowboardista musí jezdit s přiměřeným odstupem a s ohledem na vzdálenost , na kterou vidí . ;N-R-A-N-Z-P-N-J-N-P-V-D-V;N-RR-AA-NN-Z:-PL-NN-J^-NN-P7-VB-Dg-V;13
ohled;N-V;Když nemají ;ohled na druhé , chovají ;se agresivně , středem jejich zájmu jsou ony samy . ;N-R-C-Z-V;N-RR-Cr-Z:-V;5
ohled;N-V;Člověk nemůže říkat úplně všechno , co si myslí a to ani s určitou mentální rezervací , protože cokoli řekne , řekla předsedkyně ČNR a ta mluví za 200 poslanců - a dokonce nejen za koalici , ale musí brát ;ohled i na ty , kteří se občas chovají ;jako koalice a občas jako opozice . ;N-J-R-P-Z-P-P-D-V;N-J^-RR-PD-Z:-P4-P7-Db-V;9
ohled;N-V;Ocelárny ve střední a východní Evropě , které v osmdesátých letech prodávaly své produkty a přitom příliš nebraly ;ohled na náklady a cenu , se nyní musí chovat ;stejně tržně jako jejich konkurenti v západní části kontinentu , vysvětlují odborníci sheffieldské konzultantské firmy Meps . ;N-R-N-J-N-Z-P-D-V-V;N-RR-NN-J^-NN-Z:-P7-Db-VB-V;10
ohled;N-V;"Zdá se , že nám Coetzee říká , že nelze oddělit vlastní názory od sebe samotného ; úsudky , přesvědčení mohou být zkoumány pouze v kontextu , je třeba brát ";ohled na to , jaký jejich nositel je — jaké má vztahy se světem , jaké má emoce , jak se chová ;. ;N-R-P-Z-P-P-N-V-Z-P-V-N-R-N-Z-P-V-N-Z-D-P-V;N-RR-PD-Z:-P4-PS-NN-VB-Z:-P4-VB-NN-RV-NN-Z:-P4-VB-NN-Z:-Db-P7-V;22
ohled;N-V;1 . ;Ohled na ostatní lyžaře Každý lyžař nebo snowboardista se musí neustále chovat ;tak , aby neohrožoval nebo nepoškozoval nikoho jiného . ;N-R-A-N-P-N-J-N-P-V-D-V;N-RR-AA-NN-PL-NN-J^-NN-P7-VB-Dg-V;12
ohled;N-V;Podle Studničkové však lidé brali ;ohled na odlišné náboženství Evropanů a chovali ;se k nim velmi zdvořile . ;N-R-A-N-N-J-V;N-RR-AA-NN-NN-J^-V;7
ohled;N-V;;Ohled na ostatní lyžaře Každý lyžař nebo snowboardista se musí neustále chovat ;tak , aby neohrožoval nebo nepoškozoval někoho jiného . 2 . ;N-R-A-N-P-N-J-N-P-V-D-V;N-RR-AA-NN-PL-NN-J^-NN-P7-VB-Dg-V;12
ohled;N-V;Doktor Antinori má u některých odborníků pověst kontroverzního vědce , který příliš nebere ;ohled na etické otázky a chová ;se čistě pragmaticky . ;N-R-A-N-J-V;N-RR-AA-NN-J^-V;6
ohled;N-V;1 . ;Ohled na ostatní lyžaře Každý lyžař nebo snowboardista se musí neustále chovat ;tak , aby neohrožoval nebo nepoškozoval někoho jiného . ;N-R-A-N-P-N-J-N-P-V-D-V;N-RR-AA-NN-PL-NN-J^-NN-P7-VB-Dg-V;12
ohled;N-V;;Ohled na ostatní lyžaře Každý lyžař i snowboardista se musí chovat ;tak , aby neohrožoval nebo nepoškozoval ostatní . 2 . ;N-R-A-N-P-N-J-N-P-V-V;N-RR-AA-NN-PL-NN-J^-NN-P7-VB-V;11
ohled;N-V;Rodiče a učitelé by také měli brát ;ohled na to , jak se dítě chová ;ke spolužákům , jestli třeba nedělá naschvály a lumpárny . ;N-R-P-Z-D-P-N-V;N-RR-PD-Z:-Db-P7-NN-V;8
ohled;N-V;Hezky to napsal Ludvík Vaculík v Českém snáři - že je třeba brát ;ohled na lidi , kteří nemají odvahu nechat se vláčet po vězeních , nechat si tlouct hlavou o schody , a dát jim příklad , jak se chovat ;morálně , i když nejsou ochotni být mučedníky . ;N-R-N-Z-P-V-N-V-P-V-R-N-Z-V-P-V-N-R-N-Z-J-V-P-N-Z-D-P-V;N-RR-NN-Z:-P4-VB-NN-Vf-P7-Vf-RR-NN-Z:-Vf-P7-Vf-NN-RR-NN-Z:-J^-Vf-PP-NN-Z:-Db-P7-V;28
ohled;N-V;Když člověk v rámci zaručených svobod přestane brát ;ohled na své okolí , pak marně argumentujete zájmy vzácného chřástala polního , marně bude upozorňovat , že v přírodě se máme kvůli zvířatům chovat ;tiše . ;N-R-P-N-Z-D-D-V-N-A-N-A-Z-D-V-V-Z-J-R-N-P-V-R-N-V;N-RR-P8-NN-Z:-Db-Dg-VB-NN-AA-NN-AA-Z:-Dg-VB-Vf-Z:-J,-RR-NN-P7-VB-RR-NN-V;25
ohled;N-V;Pozná se též podle toho , jak umíme brát ;ohled na druhé a jak se k nim chováme ;. ;N-R-C-J-D-P-R-P-V;N-RR-Cr-J^-Db-P7-RR-P5-V;9
ohled;N-V;Finančníci neberou žádné ;ohledy a někdy se chovají ;jako stádo , jež nepřemýšlí . ;N-J-D-P-V;N-J^-Db-P7-V;5
ohled;N-V;Musím samozřejmě brát ;ohled na to , zda je hráč takový či makový , a hlavně na to , zda se chová ;profesionálně . ;N-R-P-Z-J-V-N-P-J-A-Z-J-D-R-P-Z-J-P-V;N-RR-PD-Z:-J,-VB-NN-PD-J^-AA-Z:-J^-Dg-RR-PD-Z:-J,-P7-V;19
ohled;N-V;Žena by : 1 . měla brát svou rodinu vážněji než své zaměstnání 2 . neměla požadovat , aby rodina kvůli jejímu zaměstnání na ni brala zvláštní ;ohledy 3 . měla vypadat pro svého muže vždy dobře - i když má hodně práce 4 . měla přenechat finanční záležitosti muži 5 . neměla očekávat , že se muž bude podílet na domácích pracích 6 . měla vždy vědět , co bude vařit 7 . měla převzít rodinné povinnosti , které muž nemá rád 8 . měla udržovat pro rodinu kontakt s příbuznými a přáteli 9 . se měla starat o zdraví členů rodiny 10 . se ve společnosti měla chovat ;zdrženlivě a přenechat hlavní slovo mužům 11 . se měla o svého muže starat i ve společnosti 12 . se měla podílet na koníčcích svého muže , pokud to bude očekávat 13 . měla svého muže pochválit , když v domácnosti něco opraví ... 14 . ... a při opravě ;N-C-Z-V-V-R-P-N-D-D-Z-J-J-V-D-N-C-Z-V-V-A-N-N-C-Z-V-V-Z-J-P-N-V-V-R-A-N-C-Z-V-D-V-Z-P-V-V-C-Z-V-V-A-N-Z-P-N-V-A-C-Z-V-V-R-N-N-R-N-J-N-C-Z-P-V-V-R-N-N-N-C-Z-P-R-N-V-V;N-C=-Z0-Vp-Vf-RR-P8-NN-Db-Dg-Z:-J^-J,-VB-Dg-NN-C=-Z0-Vp-Vf-AA-NN-NN-C=-Z0-Vp-Vf-Z:-J,-P7-NN-VB-Vf-RR-AA-NN-C=-Z0-Vp-Db-Vf-Z:-PQ-VB-Vf-C=-Z0-Vp-Vf-AA-NN-Z:-P4-NN-VB-AC-C=-Z0-Vp-Vf-RR-NN-NN-RR-NN-J^-NN-C=-Z0-P7-Vp-Vf-RR-NN-NN-NN-C=-Z0-P7-RV-NN-Vp-V;83
ohled;N-V;Na motoristy se obrací s apelem , aby při setkání s hasiči a záchranáři brali ;ohled , že jejich spěch má vážný důvod , a podle toho se chovali ;. ;N-Z-J-P-N-V-A-N-Z-J-R-P-P-V;N-Z:-J,-PS-NN-VB-AA-NN-Z:-J^-RR-PD-P7-V;14
ohled;N-V;Někteří profesoři nebrali ;ohled na to , že jsme zaměstnaní , vychováváme děti nebo dojíždíme , chovali ;se k nám , jako by nám bylo 14 roků . ;N-R-P-Z-J-V-A-Z-V-N-J-V-Z-V;N-RR-PD-Z:-J,-VB-AA-Z:-VB-NN-J^-VB-Z:-V;14
ohled;N-V;1 . ;Ohled na ostatní lyžaře Každý lyžař nebo snowboardista se musí neustále chovat ;tak , aby neohrožoval nebo nepoškozoval někoho jiného . ;N-R-A-N-P-N-J-N-P-V-D-V;N-RR-AA-NN-PL-NN-J^-NN-P7-VB-Dg-V;12
ohled;N-V;I ti , kteří se běžně projevují jako silniční hovada , náhle v německých městečkách berou ;ohled na ostatní , nedovolí si zaparkovat na zákazu , a vůbec se začínají chovat ;jako Němci . ;N-R-A-Z-V-P-V-R-N-Z-J-T-P-V-V;N-RR-AA-Z:-VB-P7-Vf-RR-NN-Z:-J^-TT-P7-VB-V;15
ohled;N-V;Dopis : Naše dcera ( jedináček , 6 let ) se neustále snaží prosazovat , nebere na nikoho ;ohledy , chová ;se arogantně , uráží se a neumí prohrávat . ;N-Z-V;N-Z:-V;3
ohled;N-V;Místopředseda Sněmovny by měl brát ;ohled na to , že nemluví jen za svou stranu , ale i za celou instituci , a podle toho by se měl chovat ;, “ řekl Právu poslanec Mikuláš Ferjenčík . ;N-R-P-Z-J-V-D-R-P-N-Z-J-J-R-A-N-Z-J-R-P-V-P-V-V;N-RR-PD-Z:-J,-VB-Db-RR-P8-NN-Z:-J^-J^-RR-AA-NN-Z:-J^-RR-PD-Vc-P7-Vp-V;24
ohled;N-V;V průběhu další školní docházky po opuštění léčebny bralo údajně jen 14 % učitelů ;ohled na specifické obtíže dítěte , 50 % se chovalo ;indiferentně a postoj více než třetiny učitelů byl dětmi a jejich rodiči prožíván jako negativní a traumatizující . ;N-R-A-N-N-Z-C-Z-P-V;N-RR-AA-NN-NN-Z:-C=-Z:-P7-V;10
ohled;N-V;1 . ;Ohled na ostatní lyžaře Každý lyžař nebo snowboardista se musí neustále chovat ;tak , aby neohrožoval nebo nepoškozoval někoho jiného . ;N-R-A-N-P-N-J-N-P-V-D-V;N-RR-AA-NN-PL-NN-J^-NN-P7-VB-Dg-V;12
ohled;N-V;Přitom tito lidé potřebují mnohem víc než úlevy a ;ohledy to , aby se k nim okolí chovalo ;naprosto normálně a přirozeně . ;N-P-Z-J-P-R-P-N-V;N-PD-Z:-J,-P7-RR-P5-NN-V;9
ohled;N-V;Kromě té s technokratickým předsedou vlády , kterou jsem naznačil , ale nepovažuji ji za pravděpodobnou , to může být poloha rozšafného , státnicky vystupujícího prezidenta , který bere ;ohled na vládní i opoziční aktéry , chová ;se jako moderátor a hledá různé možnosti , aby nakonec našel tu nejschůdnější . ;N-R-A-J-A-N-Z-V;N-RR-AA-J^-AA-NN-Z:-V;8
ohled;N-V;1 . ;Ohled na ostatní lyžaře Každý lyžař nebo snowboardista se musí neustále chovat ;tak , aby neohrožoval nebo nepoškozoval někoho jiného . ;N-R-A-N-P-N-J-N-P-V-D-V;N-RR-AA-NN-PL-NN-J^-NN-P7-VB-Dg-V;12
ohled;N-V;1 . ;OHLED NA OSTATNÍ – Chovejte ;se tak , abyste neohrožovali někoho jiného . ;N-R-A-Z-V;N-RR-AA-Z:-V;5
ohled;N-V;Potom v zápase nemůžu brát ;ohledy , holky se chovají ;jako chlapi . ;N-Z-N-P-V;N-Z:-NN-P7-V;5
ohled;N-V;Mějte ;ohled na ostatní lyžaře , chovejte ;se tak , abyste neohrožovali někoho jiného . ;N-R-A-N-Z-V;N-RR-AA-NN-Z:-V;6
ohled;N-V;1 . ;Ohled na ostatní lyžaře Každý lyžař nebo snowboardista se musí neustále chovat ;tak , aby neohrožoval nebo nepoškozoval někoho jiného . 2 . ;N-R-A-N-P-N-J-N-P-V-D-V;N-RR-AA-NN-PL-NN-J^-NN-P7-VB-Dg-V;12
ohled;N-V;Podle psychologa pak nemají ;ohled na druhé , chovají ;se agresivně a jsou sebestředné . ;N-R-C-Z-V;N-RR-Cr-Z:-V;5
ohled;N-V;Tito lidé již ztratili jakoukoliv schopnost sebereflexe a přestali brát ;ohledy na občany , zákony , slušnost , prostě na cokoliv a chovali ;se v Plzni jako dobyvatelé na dobytém území . ;N-R-N-Z-N-Z-N-Z-T-R-P-J-V;N-RR-NN-Z:-NN-Z:-NN-Z:-TT-RR-PZ-J^-V;13
ohled;N-V;;Ohled na ostatní lyžaře Každý lyžař nebo snowboardista se musí neustále chovat ;tak , aby neohrožoval nebo nepoškozoval jiné . 2 . ;N-R-A-N-P-N-J-N-P-V-D-V;N-RR-AA-NN-PL-NN-J^-NN-P7-VB-Dg-V;12
ohled;N-V;FIS pravidla bezpečného lyžování Vybíráme z pravidel • Brát ;ohled na ostatní lyžaře a snowboardisty : Každý lyžař a snowboardista se musí chovat ;tak , aby neohrožoval a nepoškozoval někoho jiného . • Ovládání rychlosti a způsobu jízdy : Každý lyžař a snowboardista musí jet s dostatečnou vzdáleností od ostatních ( na dohled ) . ;N-R-A-N-J-N-Z-P-N-J-N-P-V-V;N-RR-AA-NN-J^-NN-Z:-PL-NN-J^-NN-P7-VB-V;14
ohled;N-V;;Ohled na ostatní lyžaře Každý lyžař nebo snowboardista se musí neustále chovat ;tak , aby neohrožoval nebo nepoškozoval někoho jiného . 2 . ;N-R-A-N-P-N-J-N-P-V-D-V;N-RR-AA-NN-PL-NN-J^-NN-P7-VB-Dg-V;12
ohled;N-V;;Ohled na ostatní lyžaře Každý lyžař i snowboardista se musí chovat ;tak , aby neohrožoval nebo nepoškozoval ostatní . ;N-R-A-N-P-N-J-N-P-V-V;N-RR-AA-NN-PL-NN-J^-NN-P7-VB-V;11
ohled;N-V;1 . ;Ohled na ostatní lyžaře Každý lyžař nebo snowboardista se musí neustále chovat ;tak , aby neohrožoval ostatní . ;N-R-A-N-P-N-J-N-P-V-D-V;N-RR-AA-NN-PL-NN-J^-NN-P7-VB-Dg-V;12
ohled;N-V;Tak jako se choval MÚ Krnov při výstavbě marketu , tzn . nebral ;ohled na podanou soudní žalobu a na stanoviska odborníků , chová ;se stejně arogantně i v případě plánovaného silničního obchvatu . ;N-R-A-A-N-J-R-N-N-Z-V;N-RR-AA-AA-NN-J^-RR-NN-NN-Z:-V;11
